# y z Fy Fz

0.000000e+000   0.000000e+000   0.000000e+000    0.000000e+000
0.000000e+000	8.900800e-002	3.860012e-007	-2.671088e-003	
0.000000e+000	1.735530e-001	1.268626e-006	-7.233551e-003	
0.000000e+000	2.493960e-001	-4.277214e-007	-1.770347e-002	
0.000000e+000	3.127330e-001	7.172410e-007	-3.766913e-002	
0.000000e+000	3.603880e-001	-5.337092e-005	-6.984894e-002
0.000000e+000	3.899710e-001	-7.556027e-005	-1.007036e-001
0.000000e+000	4.000000e-001	1.094555e-004	-1.343279e-001

8.900800e-002	0.000000e+000	-2.671088e-003  3.860012e-007
8.900800e-002	8.900800e-002	-1.175332e-003  -1.224283e-003
8.900800e-002	1.735530e-001	-2.092652e-004	-5.889653e-003	
8.900800e-002	2.493960e-001	-2.365426e-004	-1.629020e-002	
8.900800e-002	3.127330e-001	-1.946615e-003	-3.482301e-002
8.900800e-002	3.603880e-001	-4.458624e-003	-6.544201e-002
8.900800e-002	3.899710e-001	-1.149669e-002	-1.072014e-001
8.900800e-002	4.000000e-001	-1.125535e-002	-1.215443e-001

1.735530e-001	0.000000e+000	-7.233551e-003  1.268626e-006
1.735530e-001	8.900800e-002	-5.889653e-003  -2.092652e-004
1.735530e-001	1.735530e-001	-3.124471e-003  -3.608921e-003
1.735530e-001	2.493960e-001	-2.285471e-003	-1.196544e-002	
1.735530e-001	3.127330e-001	-3.720144e-003	-2.753645e-002	
1.735530e-001	3.603880e-001	-7.221352e-003	-5.421190e-002
1.735530e-001	3.899710e-001	-1.393293e-002	-8.935102e-002	
1.735530e-001	4.000000e-001	-1.521398e-002	-8.915951e-002
	
2.493960e-001	0.000000e+000	-1.770347e-002  -4.277214e-007
2.493960e-001	8.900800e-002	-1.629020e-002  -2.365426e-004
2.493960e-001	1.735530e-001	-1.196544e-002  -2.285471e-003
2.493960e-001	2.493960e-001	-6.774833e-003  -7.240886e-003
2.493960e-001	3.127330e-001	-5.650029e-003	-1.736548e-002	
2.493960e-001	3.603880e-001	-8.374363e-003	-3.655962e-002	
2.493960e-001	3.899710e-001	-8.374363e-003	-3.655962e-002	
2.493960e-001	4.000000e-001	-1.787560e-002	-7.998662e-002	

3.127330e-001	0.000000e+000	-3.766913e-002   7.172410e-007
3.127330e-001	8.900800e-002	-3.482301e-002  -1.946615e-003
3.127330e-001	1.735530e-001	-2.753645e-002  -3.720144e-003
3.127330e-001	2.493960e-001	-1.736548e-002  -5.650029e-003
3.127330e-001	3.127330e-001	-9.560205e-003  -9.385691e-003
3.127330e-001	3.603880e-001	-8.792208e-003	-2.093518e-002	
3.127330e-001	3.899710e-001	-8.792208e-003	-2.093518e-002	
3.127330e-001	4.000000e-001	-9.124529e-003	-3.819984e-002

3.603880e-001	0.000000e+000	-6.984894e-002  -5.337092e-005
3.603880e-001	8.900800e-002	-6.544201e-002  -4.458624e-003
3.603880e-001	1.735530e-001	-5.421190e-002  -7.221352e-003
3.603880e-001	2.493960e-001	-3.655962e-002  -8.374363e-003
3.603880e-001	3.127330e-001	-2.093518e-002  -8.792208e-003
3.603880e-001	3.603880e-001	-1.057482e-002  -9.000422e-003
3.603880e-001	3.899710e-001	2.269082e-003	-4.565480e-003	
3.603880e-001	4.000000e-001	-4.995853e-003	-1.027156e-002	

3.775530e-001   3.775530e-001    1.860479e-02    2.163996e-02

3.899710e-001	0.000000e+000	-1.007036e-001  -7.556027e-005
3.899710e-001	8.900800e-002	-1.072014e-001  -1.149669e-002
3.899710e-001	1.735530e-001	-8.935102e-002  -1.393293e-002
3.899710e-001	2.493960e-001	-3.655962e-002  -8.374363e-003
3.899710e-001	3.127330e-001	-2.093518e-002  -8.792208e-003
3.899710e-001	3.603880e-001	-4.565480e-003   2.269082e-003
3.899710e-001	3.899710e-001	 2.628310e-002   2.227109e-002
3.899710e-001	4.000000e-001	 2.477084e-002	 2.103554e-002	

4.000000e-001	0.000000e+000	-1.343279e-001   1.094555e-004
4.000000e-001	8.900800e-002	-1.215443e-001   -1.125535e-002
4.000000e-001	1.735530e-001	-8.915951e-002   -1.521398e-002
4.000000e-001	2.493960e-001	-7.998662e-002   -1.787560e-002
4.000000e-001	3.127330e-001	-3.819984e-002   -9.124529e-003
4.000000e-001	3.603880e-001	-1.027156e-002   -4.995853e-003
4.000000e-001	3.899710e-001	2.103554e-002    2.477084e-002
4.000000e-001	4.000000e-001	3.222098e-002    3.459637e-002
