 0.000000e+00 0.000000e+00 0.000000e+00 8.251411e-17 8.251411e-17 0.000000e+00 0.000000e+00

 8.900840e-02 0.000000e+00 8.900840e-02 2.002603e-04 8.611130e-15 2.002603e-04 8.611130e-15
 8.900840e-02 8.900840e-02 1.258769e-01 1.779369e-04 1.779369e-04 2.516408e-04 0.000000e+00

 1.735535e-01 0.000000e+00 1.735535e-01 2.953084e-04 2.147589e-13 2.953084e-04 2.147589e-13
 1.735535e-01 8.900840e-02 1.950469e-01 2.613799e-04 1.128094e-04 2.840566e-04 -1.890078e-05
 1.735535e-01 1.735535e-01 2.454417e-01 1.728510e-04 1.728510e-04 2.444483e-04 0.000000e+00

 2.493959e-01 0.000000e+00 2.493959e-01 2.257243e-04 -1.835873e-15 2.257243e-04 -1.835873e-15
 2.493959e-01 8.900840e-02 2.648033e-01 2.093252e-04 3.057698e-05 2.074236e-04 -4.156267e-05
 2.493959e-01 1.735535e-01 3.038406e-01 1.566789e-04 6.180051e-05 1.639043e-04 -3.876828e-05
 2.493959e-01 2.493959e-01 3.526991e-01 7.317511e-05 7.317511e-05 1.034852e-04 0.000000e+00

 3.127326e-01 0.000000e+00 3.127326e-01 -3.420538e-05 5.169377e-17 -3.420538e-05 5.169377e-17
 3.127326e-01 8.900840e-02 3.251525e-01 -1.746000e-05 -3.854393e-05 -2.734423e-05 -3.229209e-05
 3.127326e-01 1.735535e-01 3.576625e-01 7.678361e-06 -3.492664e-05 -1.023414e-05 -3.426500e-05
 3.127326e-01 2.493959e-01 4.000000e-01 -1.411527e-05 -2.073222e-05 -2.396209e-05 -7.408373e-06
 3.127326e-01 3.127326e-01 4.422707e-01 -9.050212e-05 -9.050212e-05 -1.279893e-04 0.000000e+00

 3.603875e-01 0.000000e+00 3.603875e-01 -5.201926e-04 -7.677253e-15 -5.201926e-04 -7.677253e-15
 3.603875e-01 8.900840e-02 3.712164e-01 -4.800256e-04 -5.277828e-05 -4.786774e-04 6.385944e-05
 3.603875e-01 1.735535e-01 4.000000e-01 -3.897242e-04 -8.386624e-05 -3.875176e-04 9.353415e-05
 3.603875e-01 2.493959e-01 4.382664e-01 -3.139053e-04 -1.058233e-04 -3.183439e-04 9.160934e-05
 3.603875e-01 3.127326e-01 4.771591e-01 -2.995459e-04 -1.766594e-04 -3.420238e-04 6.289713e-05
 3.603875e-01 3.603875e-01 5.096649e-01 -3.357606e-04 -3.357606e-04 -4.748372e-04 0.000000e+00

 3.899712e-01 0.000000e+00 3.899712e-01 -1.083633e-03 -5.807432e-08 -1.083633e-03 -5.807432e-08
 3.899712e-01 8.900840e-02 4.000000e-01 -1.026715e-03 -7.583695e-05 -1.017848e-03 1.545300e-04
 3.899712e-01 1.735535e-01 4.268470e-01 -8.760818e-04 -1.460028e-04 -8.597599e-04 2.228203e-04
 3.899712e-01 2.493959e-01 4.628994e-01 -6.958643e-04 -1.999351e-04 -6.939522e-04 2.064742e-04
 3.899712e-01 3.127326e-01 4.998792e-01 -5.665956e-04 -2.645094e-04 -6.075001e-04 1.481195e-04
 3.899712e-01 3.603875e-01 5.309959e-01 -5.219738e-04 -3.853152e-04 -6.448590e-04 7.128302e-05
 3.899712e-01 3.899712e-01 5.515026e-01 -5.311744e-04 -5.311744e-04 -7.511941e-04 0.000000e+00

 4.000000e-01 0.000000e+00 4.000000e-01 -1.317857e-03 8.126410e-08 -1.317857e-03 8.126410e-08
 4.000000e-01 8.900840e-02 4.097835e-01 -1.254148e-03 -9.713280e-05 -1.245304e-03 1.775977e-04
 4.000000e-01 1.735535e-01 4.360285e-01 -1.081122e-03 -1.897972e-04 -1.067336e-03 2.562071e-04
 4.000000e-01 2.493959e-01 4.713792e-01 -8.620132e-04 -2.590866e-04 -8.685586e-04 2.362173e-04
 4.000000e-01 3.127326e-01 5.077417e-01 -6.867041e-04 -3.178821e-04 -7.367795e-04 1.725324e-04
 4.000000e-01 3.603875e-01 5.384043e-01 -6.034044e-04 -4.166018e-04 -7.271485e-04 9.438762e-05
 4.000000e-01 3.899712e-01 5.586390e-01 -5.948341e-04 -5.435554e-04 -8.053583e-04 2.603832e-05
 4.000000e-01 4.000000e-01 5.656854e-01 -6.018673e-04 -6.018673e-04 -8.511690e-04 0.000000e+00

