# y z Fx
-4.0000000000000002e-01 -4.0000000000000002e-01 -5.6591339999999857e-08
-3.9500000000000002e-01 -4.0000000000000002e-01 1.5815217771483072e-07
-3.9000000000000001e-01 -4.0000000000000002e-01 2.3101799872603562e-07
-3.8500000000000001e-01 -4.0000000000000002e-01 2.1978608842379516e-07
-3.8000000000000000e-01 -4.0000000000000002e-01 1.6476203840440567e-07
-3.7500000000000000e-01 -4.0000000000000002e-01 9.2964503167313924e-08
-3.7000000000000005e-01 -4.0000000000000002e-01 2.1501655077451262e-08
-3.6499999999999999e-01 -4.0000000000000002e-01 -3.9735857739095185e-08
-3.6000000000000004e-01 -4.0000000000000002e-01 -8.5954181132446583e-08
-3.5499999999999998e-01 -4.0000000000000002e-01 -1.1581104573565642e-07
-3.5000000000000003e-01 -4.0000000000000002e-01 -1.3016241515899499e-07
-3.4500000000000003e-01 -4.0000000000000002e-01 -1.3112897509172160e-07
-3.4000000000000002e-01 -4.0000000000000002e-01 -1.2142081494532172e-07
-3.3500000000000002e-01 -4.0000000000000002e-01 -1.0386785191909993e-07
-3.3000000000000002e-01 -4.0000000000000002e-01 -8.1111677930608389e-08
-3.2500000000000001e-01 -4.0000000000000002e-01 -5.5421668196805020e-08
-3.2000000000000006e-01 -4.0000000000000002e-01 -2.8604465443633283e-08
-3.1500000000000000e-01 -4.0000000000000002e-01 -1.9814287329812621e-09
-3.1000000000000005e-01 -4.0000000000000002e-01 2.3586612102240910e-08
-3.0499999999999999e-01 -4.0000000000000002e-01 4.7643854774129278e-08
-3.0000000000000004e-01 -4.0000000000000002e-01 7.0066318245976081e-08
-2.9500000000000004e-01 -4.0000000000000002e-01 9.0980982222693697e-08
-2.8999999999999998e-01 -4.0000000000000002e-01 1.1068479730208577e-07
-2.8499999999999998e-01 -4.0000000000000002e-01 1.2956897958184868e-07
-2.7999999999999997e-01 -4.0000000000000002e-01 1.4805225879203024e-07
-2.7500000000000002e-01 -4.0000000000000002e-01 1.6652532655309323e-07
-2.7000000000000002e-01 -4.0000000000000002e-01 1.8530759079629446e-07
-2.6500000000000001e-01 -4.0000000000000002e-01 2.0461644690951059e-07
-2.5999999999999995e-01 -4.0000000000000002e-01 2.2454859229421431e-07
-2.5500000000000000e-01 -4.0000000000000002e-01 2.4507240836411380e-07
-2.5000000000000000e-01 -4.0000000000000002e-01 2.6603008513374629e-07
-2.4500000000000002e-01 -4.0000000000000002e-01 2.8714794372376808e-07
-2.3999999999999999e-01 -4.0000000000000002e-01 3.0805329919319414e-07
-2.3499999999999999e-01 -4.0000000000000002e-01 3.2829618032540884e-07
